word	tag	freq_a1	freq_a2	freq_b1	freq_b2	freq_c1	freq_c2	freq_total	
bailleur	N	0.0	0.0	1.809	0.0	13.3747	9.6228	2.5153	
bain	N	160.024	244.988	15.8359	81.9345	9.6252	0.0	99.855	
baise	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
baisemain	N	0.0	0.0	0.0	2.3018	0.0	0.0	0.1397	
baiser	N	0.0	0.7405	0.1507	0.0	0.0	0.0	0.4821	
baiser	V	0.0	0.0	4.9704	0.0	0.0	0.0	0.9322	
baisse	N	0.0	9.0903	47.5681	1.1509	57.5782	157.8469	25.4077	
baisser	V	1.2043	100.2734	39.2531	21.2541	58.6409	6.4938	51.6315	
baisser	N	0.0	0.0	0.2295	0.0	0.0	0.0	0.0211	
baisser le leur	V	0.0	0.0	0.2295	0.0	0.0	0.0	0.0211	
bal	N	15.6561	0.2948	37.5901	16.4091	1.6042	0.0	18.5675	
balade	N	38.1171	5.1336	15.558	0.0	12.4046	0.0	15.6406	
balader	V	0.0	1.1107	1.9564	0.0	3.2084	0.0	1.8849	
baladeur	N	5.7969	0.4234	0.0	0.0	0.0	0.0	1.2231	
balai	N	1.0394	0.0	0.4092	0.7062	0.0	0.0	1.3645	
balance	N	0.0	8.4229	1.0379	0.0	0.0	0.0	3.1502	
balancer	V	0.0	0.0	0.1155	6.0554	0.0	0.0	0.871	
balayer	V	1.1453	0.5168	7.3311	2.3018	15.5058	0.0	7.7115	
balayeur	N	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
balbutier	V	0.0	0.3702	0.0	0.7062	0.0	0.0	0.3289	
balcon	N	5.7255	0.6418	19.2099	0.0	1.6042	0.0	8.0243	
baleine	N	0.0	0.3702	8.51	0.0	0.0	0.0	2.2926	
balinais	A	0.0	0.6418	0.0	0.0	0.0	0.0	0.0324	
baliser	V	0.0	3.2342	0.0	0.0	0.0	19.2455	1.0682	
balle	N	10.4537	0.3918	14.2712	50.0152	24.8092	0.0	21.4782	
ballet	N	0.0	3.0023	24.3062	0.0	0.0	0.0	7.815	
ballon	N	16.9352	30.471	10.0092	0.0	13.8696	0.0	16.6751	
ballotin	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
ballotter	V	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
balnéothérapie	N	0.0	0.0	0.2366	0.0	0.0	0.0	0.0349	
balonnette	N	0.0	0.0	0.0	1.0571	0.0	0.0	0.0241	
balourdise	N	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
balsamique	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
baluchon	N	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
balustrade	N	0.0	0.0	0.2366	0.0	0.0	0.0	0.0349	
bambara	A	0.0	0.2114	0.0	0.0	0.0	57.7365	1.0132	
bambara	N	2.01	0.0	0.0	0.0	0.0	0.0	0.0387	
bambin	N	1.5075	0.0	0.0	0.0	20.4505	0.0	1.1796	
banal	A	0.0	3.4071	10.1107	11.928	60.0832	19.2455	13.6855	
banal	N	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
banalisation	N	0.0	0.0	5.7978	0.0	0.0	9.6228	1.7049	
banaliser	V	0.0	0.0	2.8802	0.5755	2.0505	9.6228	2.1554	
banalité	N	0.0	0.2527	0.0	0.0	0.0	0.0	0.0128	
banalités	N	0.0	0.5054	0.0	0.0	0.0	0.0	0.0255	
banane	N	6.5353	0.0	1.5118	0.0	3.2084	0.0	2.3559	
banania	X	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
bananier	N	0.0	0.0	1.541	0.0	0.0	0.0	0.2901	
banc	N	1.643	46.0737	6.8822	17.0232	8.2019	0.0	20.5872	
bancaire	A	5.2275	0.0	0.1395	6.4162	0.0	0.0	2.8439	
bancal	A	0.0	2.5916	0.0	0.0	0.0	0.0	0.1308	
bandana	A	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
bande	N	73.8454	56.9354	32.446	34.803	56.781	0.0	54.536	
bandeau	N	0.0	0.0	0.6122	7.4327	8.2019	0.0	3.4148	
banderille	N	0.0	0.0	0.1155	0.0	0.0	0.0	0.0106	
banderillero	N	0.0	0.0	0.1155	0.0	0.0	0.0	0.0106	
banderole	N	0.0	0.0	0.0	0.7062	3.1012	0.0	0.2947	
bandit	N	1.5934	0.0	0.231	3.3034	0.0	0.0	2.2359	
bandoulière	N	0.0	0.7405	0.0	0.0	0.0	0.0	0.0374	
bang	X	0.0	0.6418	1.4195	0.0	3.2084	0.0	2.4462	
banlieue	N	29.026	25.9577	23.873	11.2845	145.0061	9.6228	42.2803	
banlieue	X	0.0	0.6418	0.0	0.0	0.0	0.0	0.0324	
bannir	V	0.0	0.0	6.7182	0.0	6.2023	0.0	2.196	
banque	N	87.7026	9.9816	96.0981	43.1876	56.724	19.4814	57.9575	
banquet	N	0.7967	0.2152	0.7236	0.0	0.0	0.0	1.265	
banquier	N	1.1385	0.2117	2.0483	13.2199	0.0	12.9876	5.2499	
baobab	N	0.0	0.9757	0.0	0.0	0.0	0.0	0.0493	
baptiser	V	0.0	0.0	22.1931	45.2958	4.101	72.1635	15.7157	
bar	N	91.8179	8.277	50.3979	163.8255	8.021	0.0	60.3092	
baraka	N	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
baraque	N	0.0	1.2702	0.3401	2.0121	0.0	0.0	1.6761	
barbare	N	0.0	0.0	1.2455	0.0	0.0	0.0	0.1147	
barbare	A	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
barbarie	N	0.0	0.0	0.0	2.1187	0.0	0.0	0.0484	
barbe	N	1.5075	57.7062	9.7681	2.1142	0.0	0.0	20.7417	
barbe	A	0.0	0.3918	0.0	0.0	0.0	0.0	0.0198	
barbecue	N	0.0	0.0	0.0	0.0	4.8126	0.0	0.0998	
barbelé	A	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
barbiche	N	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
barbu	A	0.0	0.0	0.0906	2.4776	0.0	0.0	0.6478	
barbu	N	0.0	0.0	1.0854	0.0	0.0	0.0	0.0999	
barder	V	0.0	0.0	0.7214	0.0	0.0	0.0	0.0664	
baril	N	0.0	0.0	0.0	0.0	15.6669	0.0	0.5672	
barillet	N	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
barioler	V	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
barman	N	0.0	0.0	0.0	4.6948	0.0	0.0	0.1072	
baromètre	N	0.0	0.0	0.7236	0.7062	0.0	0.0	0.5204	
baron	N	0.0	0.0	18.296	0.5285	0.0	0.0	4.4668	
baroque	A	4.7376	0.0	4.1931	0.0	0.0	0.0	2.3175	
baroque	N	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
barque	N	2.0342	0.8608	23.3889	0.5285	0.0	0.0	9.5168	
barquette	N	0.0	0.0	2.8989	0.0	0.0	0.0	0.512	
barrage	N	0.0	0.2599	2.8389	0.0	0.0	0.0	1.7202	
barre	N	0.0	0.0	25.555	4.9551	3.1012	0.0	8.4032	
barreau	N	0.0	0.3469	3.2346	4.8035	0.0	0.0	2.2391	
barrer	V	0.0	0.0	0.3765	0.0	0.0	0.0	0.0347	
barrette	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
barricader	V	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
barrière	N	0.0	13.9334	18.8586	3.0277	0.0	0.0	10.3588	
barthésienne	A	0.0	0.0	0.0	0.0	8.2019	0.0	0.1444	
bas	N	0.0	0.1103	19.3709	25.4268	0.0	0.0	9.1515	
bas	A	21.7966	74.6124	191.6325	202.0874	98.4256	6.4938	121.2842	
bas	ADV	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
bas - relief	N	0.0	0.0	0.4732	1.7264	0.0	0.0	0.1746	
basalte	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
basaner	V	0.0	0.0	0.0	1.1509	0.0	0.0	0.0698	
bascule	N	0.0	0.0	0.3401	1.1509	0.0	0.0	0.5102	
basculer	V	0.0	0.0	0.0	0.0	12.4046	0.0	0.2184	
base	N	5.5909	18.8851	34.3493	25.4268	68.4061	72.608	33.676	
baseball	N	0.0	0.0	0.0	0.0	12.4046	0.0	0.2184	
baser	V	0.0	0.2035	9.6103	13.8842	32.5926	0.0	10.2655	
basilique	A	2.01	0.0	0.3401	2.4776	0.0	0.0	1.4353	
basilique	N	0.0	0.0	0.0	0.5285	0.0	0.0	0.0121	
basket	N	14.0587	3.5353	6.8181	0.0	1.6042	19.2455	8.018	
basket - ball	N	0.0	8.3188	0.0	0.0	0.0	0.0	1.2063	
basque	N	0.0	2.7754	0.1155	0.0	0.0	19.4814	2.5239	
basque	A	10.2469	3.1223	3.9704	8.2709	6.1515	0.0	11.296	
bassin	N	0.8137	1.1107	0.0	25.7375	8.2019	0.0	5.9747	
bastiais	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
bastien	N	0.0	0.0	0.9062	0.0	0.0	0.0	0.0834	
bastion	N	0.0	0.3702	0.8162	0.0	0.0	6.4938	1.2514	
bat	N	0.0	8.8616	0.4081	0.0	0.0	0.0	2.2222	
bataille	N	4.2126	55.3184	36.9891	19.5356	11.2294	39.0461	36.2938	
batailler	V	0.0	0.0	0.0	0.0	9.3035	9.6228	0.7515	
bataillon	N	0.0	0.0	1.1665	0.0	20.5337	0.0	1.8257	
bateau	N	100.1378	31.3842	65.1497	92.7533	52.2481	0.0	67.1908	
bateau	A	0.0	0.0	0.6802	0.0	0.0	0.0	0.0626	
bateau - hôpital	N	0.0	0.0	0.4809	0.0	0.0	0.0	0.0443	
bateau - mouche	N	5.5183	0.8492	0.0	0.0	0.0	0.0	1.3228	
battant	N	0.0	0.0	0.0	3.1713	0.0	0.0	0.0724	
battant	A	0.0	0.1897	3.6959	1.1509	0.0	0.0	2.6327	
battement	N	0.0	1.1107	1.8903	0.0	0.0	0.0	1.3452	
batterie	N	0.0	2.0534	0.3618	1.5139	9.3035	0.0	2.2178	
batteur	N	0.0	0.7405	0.0	0.0	0.0	0.0	0.0374	
battoir	N	0.0	0.0	0.6884	0.0	0.0	0.0	0.0634	
battre	V	114.4038	239.1518	218.6662	117.4776	57.2632	0.0	172.9482	
battu	A	0.0	0.0	0.0	0.0	4.8126	6.4938	0.6854	
baudrier	N	0.5025	0.0	0.8162	0.0	0.0	0.0	0.758	
baume	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
bavard	A	14.4188	3.4071	0.6228	0.0	0.0	0.0	4.3071	
bavardage	N	0.0	0.6418	0.0908	0.0	0.0	0.0	0.4855	
bavarder	V	7.1899	5.186	3.7682	12.2302	0.0	0.0	8.5417	
bavardoirs	N	0.0	0.0	0.0	0.0	4.101	0.0	0.0722	
bavarois	A	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
bavette	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bavure	N	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
bay	X	0.0	0.4234	0.0	0.0	0.0	0.0	0.0214	
bayou	N	0.0	0.0	0.0	0.0	0.0	38.491	0.0936	
bb	N	0.2738	0.0	0.0	0.0	0.0	0.0	0.006	
bd	N	1.1385	0.0	0.0	0.0	0.0	0.0	0.0219	
be	ADV	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
beau	N	0.0	0.2439	0.2366	4.9551	6.2023	0.0	2.2418	
beau	A	472.1643	274.9864	123.4621	142.9973	41.4596	56.9312	199.8517	
beau - frère	N	13.8137	0.4071	1.6324	0.0	0.0	0.0	5.1477	
beau - parent	N	0.0	0.0	0.0	0.0	0.0	28.8683	0.0702	
beau - père	N	1.1453	0.0	0.0	0.5755	0.0	0.0	0.3111	
beaucoup	ADV	2178.6665	1094.8	699.1726	807.3827	613.4489	690.0126	999.0431	
beaucoup plus	ADV	0.0	0.0	0.1812	0.0	0.0	0.0	0.0167	
beaujolais	N	0.0	0.0	4.3417	0.0	0.0	0.0	0.3997	
beauté	N	13.0591	28.2131	95.5858	52.5929	4.8126	56.9312	54.0832	
bec	N	0.0	0.0	0.0908	0.0	6.2023	0.0	0.4568	
bel	N	1.0394	0.0	0.0	0.0	0.0	0.0	0.02	
bel	A	747.568	516.7192	311.1642	249.7168	113.8802	114.1335	379.5311	
bel et bien	ADV	0.0	0.0	0.0	16.4979	31.3338	0.0	3.457	
belge	A	44.1465	15.2298	10.8264	1.6517	8.021	9.6228	22.816	
belle	N	0.5025	23.2612	13.9955	4.7828	3.1012	0.0	14.0345	
belle - famille	N	0.0	0.3702	0.0	0.0	0.0	0.0	0.0187	
belle - fille	N	1.1453	5.1695	0.0	0.0	0.0	0.0	1.6109	
belle - mère	N	9.4609	0.0	0.2405	0.0	1.6042	0.0	1.607	
belle - soeur	N	2.0342	0.0	1.0203	0.0	0.0	0.0	1.4299	
belote	N	1.7078	0.0	0.5833	0.0	0.0	0.0	0.6396	
belvédère	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
ben	N	3.015	0.0	0.0818	0.0	0.0	0.0	0.7665	
ben	ADV	11.1153	4.8986	9.1237	0.0	0.0	0.0	6.8851	
ben oui	ADV	13.6485	0.0	0.0	0.0	0.0	0.0	1.1552	
benne	N	0.0	0.0	0.0	1.1509	3.1012	0.0	0.4685	
benoît	A	0.0	0.0	0.2405	0.0	0.0	0.0	0.0221	
benzène	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
bep	N	0.0	0.2117	0.0	0.0	0.0	0.0	0.0107	
bercail	N	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
berceau	N	0.0	0.0	0.0	0.0	0.0	12.9876	0.0316	
bercer	V	0.0	0.7405	11.0349	1.4125	0.0	0.0	4.4584	
berge	N	0.0	0.2114	3.5792	0.0	0.0	0.0	1.2198	
berger	N	7.0751	4.5767	22.133	2.4776	12.8336	0.0	16.7312	
berline	N	0.0	0.0	0.9413	0.0	3.1012	0.0	0.4282	
berlue	N	0.0	0.0	0.4809	0.0	0.0	0.0	0.0443	
besoin	N	154.8359	252.5586	258.4921	368.4848	247.4888	126.3794	261.3325	
best - seller	N	0.0	0.0	0.0	0.7062	0.0	39.0461	0.8848	
bestialité	N	0.0	0.0	0.1883	0.0	0.0	0.0	0.0173	
bestiaux	N	0.0	0.0	0.231	0.0	0.0	0.0	0.0213	
bestiole	N	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
betterave	N	0.4068	0.0	0.0	0.0	6.2023	0.0	0.4478	
beur	N	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
beurette	N	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
beurgeoisie	N	0.0	0.0	0.0	0.0	0.0	9.6228	0.0234	
beurre	N	61.9841	50.0996	8.2818	0.0	0.0	0.0	25.446	
beurrer	V	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bi	A	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
biais	N	0.0	0.0	0.0	0.0	8.2019	0.0	0.1444	
biaiser	V	0.0	0.0	1.809	0.0	2.0505	0.0	0.7452	
bibelot	N	0.0	0.7318	0.2916	0.0	0.0	0.0	0.3977	
bibi	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
bibliographique	A	0.0	0.0	0.0	0.0	2.0505	19.2455	0.4344	
bibliothèque	N	8.8934	14.2929	43.025	0.4335	17.3764	0.0	23.7268	
bibliothécaire	A	0.0	0.0	0.0	2.3018	0.0	0.0	0.1397	
bicentenaire	N	0.0	0.0	0.7236	0.0	0.0	0.0	0.0666	
biche	N	0.0	0.2599	0.0	0.0	0.0	0.0	0.0131	
bicher	V	0.0	0.0	0.0	1.0571	0.0	0.0	0.0241	
bichonner	V	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
bicolore	A	0.0	0.4413	0.0	0.0	0.0	0.0	0.0223	
bicyclette	N	56.6096	8.4029	4.9465	28.7775	0.0	0.0	18.4544	
bide	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bidi	N	0.0	0.0	0.0	9.0831	0.0	0.0	0.2074	
bidis	N	0.0	0.0	0.0	4.5416	0.0	0.0	0.1037	
bidon	N	0.0	0.285	0.0	0.0	0.0	0.0	0.0144	
bien	ADV	2815.7658	2075.806	1616.1953	1902.9483	1190.4663	1279.0626	1872.4811	
bien	N	7.7746	42.5144	63.458	28.7877	158.1291	87.2723	61.832	
bien - aimé	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
bien - être	N	0.0	0.0	0.7236	8.4175	29.1381	0.0	3.9804	
bien au contraire	ADV	0.0	0.0	10.8621	0.0	0.0	9.6228	2.715	
bien aujourd'hui	ADV	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
bien chef	ADV	0.5025	0.0	0.0	0.0	0.0	0.0	0.0097	
bien d' ailleurs	ADV	0.0	0.0	0.0	0.0	3.2084	0.0	0.0665	
bien dit	ADV	0.0	0.0	0.0	0.8949	0.0	0.0	0.0204	
bien entendu	ADV	18.151	0.3702	15.3124	17.3023	6.2023	9.6228	14.6264	
bien fait	ADV	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
bien plus	ADV	0.0	0.2527	0.6802	1.4125	28.892	0.0	3.8884	
bien que	CONJS	0.5727	9.9806	50.474	28.685	51.5512	0.0	29.3486	
bien sûr	ADV	426.3315	141.841	225.3458	193.5111	168.808	185.0677	226.8736	
bien voilà	ADV	0.8137	9.7901	0.0	0.0	0.0	0.0	2.4725	
bien vrai	ADV	0.5693	0.5168	0.0	0.8949	0.0	0.0	0.7132	
bien à tout le monde	N	0.5727	0.0	0.0	0.0	0.0	0.0	0.011	
bienfait	N	0.0	0.0	2.5675	0.0	1.6042	51.9503	2.7024	
bienfaiteur	N	0.0	0.0	0.6802	0.0	0.0	0.0	0.0626	
bienheureux	A	0.0	0.0	0.2405	0.0	0.0	0.0	0.0221	
biennal	A	1.005	0.0	0.0	0.0	0.0	0.0	0.0194	
bientôt	ADV	282.0167	292.7905	171.9944	68.979	35.2448	19.4814	186.7184	
bienveillance	N	0.0	0.0	4.9738	0.0	0.0	0.0	0.8786	
bienveillant	A	0.0	0.0	2.8098	9.0831	0.0	0.0	1.9365	
bienvenu	A	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
bienvenu	N	0.3983	14.0691	0.0	0.0	0.0	0.0	2.9033	
bienvenue	N	41.3402	29.8019	1.8914	0.0	15.5058	0.0	19.7503	
biere	N	1.3242	0.0	0.0	0.0	0.0	0.0	0.0255	
big	X	0.0	3.2926	1.4195	0.0	17.3764	0.0	4.6311	
bigarrer	V	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
biguine	N	1.3242	0.0	0.0	0.0	0.0	0.0	0.0255	
bijou	N	9.7909	6.5942	28.9462	1.6517	9.3035	0.0	11.5108	
bijoutier	N	0.0	0.0	0.4809	1.0571	0.0	0.0	0.6217	
bilan	N	0.0	4.3559	8.516	1.5139	41.0675	39.0192	10.6572	
bilatéral	A	0.0	0.0	1.0202	0.0	3.2084	0.0	0.8586	
bilingue	N	0.0	0.4879	0.0	0.0	0.0	0.0	0.0246	
bilingue	A	0.0	0.0	4.3867	0.0	9.3035	0.0	2.1221	
bilinguisme	N	0.0	0.0	0.6228	3.0277	0.0	9.6228	1.3347	
billard	N	1.7078	0.0	0.1883	1.6517	0.0	0.0	1.2472	
bille	N	1.7078	0.0	0.0	0.4335	0.0	0.0	0.7683	
billet	N	39.8508	14.3062	59.3115	110.4326	0.0	0.0	49.3451	
bimoteur	A	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
binaire	A	0.0	0.0	0.0	0.0	6.4168	0.0	0.133	
binocle	N	0.0	0.0	0.0	5.781	0.0	0.0	0.132	
bio	N	0.0	0.0	0.3401	0.0	0.0	6.4938	0.3169	
bio	A	1.0608	0.0	1.8673	0.0	0.0	0.0	0.5584	
bio	ADV	1.0608	0.0	0.0	0.0	0.0	0.0	0.0204	
bio - ingénierie	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
biocarburant	N	0.0	0.0	0.0	0.0	31.0115	19.4814	2.4505	
bioclimatique	A	0.0	0.0	0.0	0.0	2.0505	0.0	0.0361	
biodiesel	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
biodiesels	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
biodiversité	N	0.0	0.0	3.7685	1.5139	100.4738	0.0	7.3691	
biodégradabilité	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
biogaz	N	0.0	0.3702	0.0	0.0	12.4046	0.0	0.9375	
biographe	N	0.0	0.0	0.3765	0.0	0.0	0.0	0.0347	
biographie	N	2.2771	0.2439	0.6228	0.0	0.0	0.0	1.6945	
biologie	N	0.0	0.0	1.4233	0.0	31.0115	0.0	2.9119	
biologique	A	2.1216	0.8456	0.0	28.5247	116.7768	38.491	21.1121	
biologiquement	ADV	0.0	0.0	0.0	0.0	4.101	0.0	0.0722	
biologiste	N	0.0	0.0	1.0854	0.0	50.677	0.0	3.398	
biomasse	N	0.0	0.0	0.0	0.0	0.0	19.4814	0.0474	
biométrie	N	0.0	0.0	0.0	0.0	27.9104	0.0	0.4914	
biométrique	A	0.0	0.0	0.0	0.0	77.5288	0.0	1.365	
bionique	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
biotechnologie	N	0.4068	0.0	0.0	0.0	37.2138	0.0	2.4139	
biotope	N	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
bioéthanol	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
bioéthanols	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
bioéthique	A	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bioéthique	N	0.0	0.0	0.7236	0.0	0.0	9.6228	0.5176	
birman	A	0.0	0.0	0.0	0.0	12.4046	0.0	0.2184	
bis	N	0.0	0.0	1.1665	0.0	0.0	0.0	0.1074	
biscotte	N	1.0394	1.2683	0.0	0.0	0.0	0.0	1.072	
biscuit	N	0.0	0.0	0.0	1.1509	0.0	0.0	0.0698	
bise	N	105.4247	1.0107	11.921	6.3561	0.0	0.0	24.6509	
biser	V	0.0	0.3702	0.0	0.0	0.0	0.0	0.0187	
bison	N	0.0	0.3209	0.0	0.0	0.0	0.0	0.0162	
bisou	N	0.0	0.1897	0.0	0.0	0.0	0.0	0.0096	
bisquer	V	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
bistouri	N	0.0	0.0	0.4809	0.0	0.0	0.0	0.0443	
bistro	N	0.0	0.0	7.5955	1.4125	0.0	0.0	2.496	
bistrot	N	28.3012	0.5054	8.9035	1.1509	0.0	0.0	8.3027	
bit	N	0.0	0.0	0.2916	0.0	6.4168	0.0	0.7326	
bitume	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
bivouac	N	0.0	0.0	0.4621	0.0	0.0	0.0	0.0425	
bizarre	A	69.9224	31.7892	29.9501	26.0763	0.0	0.0	33.7313	
bizarrement	ADV	0.3158	11.9878	0.0	0.0	0.0	0.0	2.7138	
bizut	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bizutage	N	0.0	0.0	1.809	0.0	0.0	0.0	0.1665	
bière	N	34.826	10.4389	19.6037	31.716	0.0	0.0	25.1817	
blabla	N	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
blague	N	50.9283	45.7669	0.0	0.0	0.0	0.0	18.8083	
blaise	N	0.0	0.8845	0.0	0.0	0.0	0.0	0.0446	
blan	A	1.1453	0.0	0.0	0.0	0.0	0.0	0.0221	
blanc	N	48.5458	55.6335	5.2135	3.0277	131.6542	6.176	40.3289	
blanc	A	507.9829	432.5765	246.9771	121.5068	65.7904	4.1173	278.8152	
blanc - caucasien	N	0.0	0.0	0.0	0.0	4.101	0.0	0.0722	
blancheur	N	0.0	2.2214	0.0	0.0	0.0	0.0	0.1121	
blanchiment	N	0.0	0.0	0.0	0.0	18.6069	0.0	0.3276	
blanchir	V	0.0	0.0	1.835	0.5285	0.0	9.6228	1.2014	
blanchisseur	N	0.0	0.0	0.0	1.5856	0.0	0.0	0.0362	
blanchâtre	A	0.0	0.0	0.7236	0.0	0.0	0.0	0.0666	
blaser	V	0.0	0.7405	1.809	0.0	0.0	0.0	1.2028	
blason	N	0.0	0.0	0.4538	0.0	0.0	0.0	0.0418	
blennorragie	N	0.0	0.0	0.0	0.0	2.0505	0.0	0.0361	
blesser	V	12.4034	78.6866	67.771	38.5053	46.1996	0.0	58.2654	
blessure	N	3.8329	27.3212	24.921	89.4125	0.0	0.0	34.014	
blessé	N	0.4421	0.2439	0.0	2.4776	0.0	0.0	1.2115	
blessé	A	0.3983	1.0408	3.7042	0.0	0.0	0.0	2.5096	
blet	A	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
bleu	A	184.6269	105.013	121.159	116.5609	67.7967	39.0461	126.1775	
bleu	N	1.3262	6.5228	9.5455	6.0554	26.2593	0.0	10.8978	
bleu - blanc - rouge	A	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
bleus	N	1.3242	0.0	0.0	0.0	0.0	0.0	0.0255	
bleuté	A	0.0	0.3918	0.0	0.0	0.0	0.0	0.0198	
blinder	V	1.005	0.0	0.7236	0.0	0.0	0.0	0.5383	
blindé	N	0.0	0.0	0.7214	0.0	0.0	0.0	0.0664	
bloc	N	0.0	0.1306	10.1902	1.5139	0.0	0.0	3.2808	
bloc - notes	N	0.0	0.0	0.5445	1.5139	0.0	0.0	0.3305	
blocage	N	0.0	0.0	1.8838	0.0	0.0	0.0	0.3578	
blog	N	2.7383	0.0303	0.8372	13.6247	3.2084	0.0	7.6079	
blog	A	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
blogeoisie	N	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
blogosphère	N	0.0	0.0	0.0	18.1663	0.0	0.0	0.4148	
blogs	X	0.0	0.0	0.0698	0.0	0.0	0.0	0.0064	
blogs	N	0.2738	0.0	1.6824	42.388	0.0	0.0	8.4027	
blogue	V	0.0	0.0	0.0698	6.0554	0.0	0.0	0.8617	
bloguent	N	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
blogueur	N	0.0	0.0	0.0698	0.0	0.0	0.0	0.0064	
blogueurs	N	0.0	0.0	0.3488	18.1663	0.0	0.0	2.6612	
blogueuse	N	0.2738	0.0	0.0	0.0	0.0	0.0	0.006	
blond	A	80.1545	34.1297	13.6922	40.9389	18.4508	0.0	36.3009	
blond	N	0.0	0.3702	0.0	0.0	0.0	0.0	0.0187	
blonde	N	0.8803	0.4234	0.0	0.0	0.0	0.0	0.6562	
bloquer	V	0.0	0.2599	4.9685	4.2284	31.0115	25.9752	10.2275	
blottir	V	0.0	0.2599	0.0	0.0	0.0	0.0	0.0131	
blouse	N	0.0	7.7451	3.2125	0.0	0.0	0.0	4.0581	
blouson	N	30.5587	0.7405	0.0554	0.0	0.0	0.0	4.5698	
blues	N	0.0	0.5054	0.1637	0.0	0.0	0.0	0.6072	
blé	N	13.2471	20.565	13.5343	0.5755	9.3035	0.0	15.7103	
bmw	N	0.0	0.0	0.0	0.0	12.3029	0.0	0.2166	
bobine	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
bobo	X	0.0	0.0	0.2405	0.0	0.0	0.0	0.0221	
bobo	N	0.0	0.4234	0.7236	0.0	0.0	4.1173	1.3447	
bobonne	N	0.0	0.0	0.7236	0.0	0.0	0.0	0.0666	
bobsleigh	N	0.0	0.0	0.5833	0.0	0.0	0.0	0.0537	
